season,week_of_season,games,avg_total,within_season_dev,season_shape,deseason_level,cusum_pos,cusum_neg,regime_shift_flag,shift_direction,cusum_baseline,run_env_regime_state
2025,20,93,9.172043010752688,0.27787850702643624,0.1441901171249654,9.027852893627722,0.0,0.0,False,,8.927481823256693,8.932753886794682
2025,21,93,9.344086021505376,0.44992151777912426,0.11974650742546977,9.224339514079906,0.046857690823213005,0.0,False,,8.927481823256693,8.979146205356257
2025,22,95,9.221052631578948,0.32688812785269583,0.38034331182528297,8.840709319753664,0.0,0.0,False,,8.927481823256693,8.957120400595773
2025,23,96,9.583333333333334,0.6891688296070821,0.30573919261045057,9.277594140722883,0.10011231746618954,0.0,False,,8.927481823256693,9.008108921467045
2025,24,93,9.67741935483871,0.7832548511124582,0.22612191144663604,9.451297443392074,0.37392793760156984,0.0,False,,8.927481823256693,9.078621804023724
2025,25,95,8.778947368421052,-0.11521713530519939,-0.2986210611864779,9.077568429607531,0.27401454395240776,0.0,False,,8.927481823256693,9.078454208378028
2025,26,96,8.614583333333334,-0.27958117039291785,-0.3766614359662288,8.991244769299563,0.08777748999527724,0.0,False,,8.927481823256693,9.064578873996933
2025,27,90,8.122222222222222,-0.77194228150403,-0.6986297511408006,8.820851973363023,0.0,0.0,False,,8.927481823256693,9.025801050406976
2026,0,47,8.97872340425532,0.002955150364348569,-0.11931923071235051,9.098042634967669,0.0,0.0,False,,8.927481823256693,9.037294945478335
2026,1,92,8.695652173913043,-0.28011607997792787,0.07055695666649726,8.625095217246546,0.0,-0.05238660601014722,False,,8.927481823256693,8.971712491085214
2026,2,94,8.446808510638299,-0.5289597432526723,-0.42665442116079166,8.87346293179909,0.0,0.0,False,,8.927481823256693,8.95608063400305
2026,3,95,9.442105263157895,0.46633700926692434,-0.15644072043434618,9.598545983592242,0.4210641603355487,0.0,False,,8.927481823256693,9.058299174197964
2026,4,92,9.597826086956522,0.6220578330655506,-0.17419442182351044,9.772020508780033,1.0156028458588882,0.0,False,,8.927481823256693,9.171854797039874
2026,5,92,8.695652173913043,-0.28011607997792787,-0.003466384765368128,8.69911855867841,0.5372395812806054,0.0,False,,8.927481823256693,9.09664076687709
2026,6,94,8.138297872340425,-0.8374703815505455,-0.43378094626827934,8.572078818608706,0.0,-0.10540300464798769,False,,8.927481823256693,9.013181080486095
2026,7,92,8.66304347826087,-0.3127247756301017,0.09853342722189466,8.564510051038974,0.0,-0.21837477686570672,False,,8.927481823256693,8.941795911329253
2026,8,94,8.053191489361701,-0.9225767645292695,-0.33797389846823966,8.391165387829941,0.0,-0.5046912122924585,False,,8.927481823256693,8.854188621169788
2026,9,94,9.595744680851064,0.6199764269600934,0.04302056625331385,9.552724114597751,0.375242291341058,0.0,False,,8.927481823256693,8.965328122246692
2026,10,92,9.402173913043478,0.4264056591525076,-0.05047407859414014,9.452647991637619,0.6504084597219837,0.0,False,,8.927481823256693,9.04286246038488
2026,11,45,10.0,1.0242317461090291,0.2091516149518403,9.79084838504816,1.2637750215134496,0.0,False,,8.927481823256693,9.161869702338572
