kind,market,book_group,season,n,n_brier,brier,log_loss,over_rate,implied_over_rate,calib_bias,calib_z,calib_p,mean_vig,mean_dist_to_sharp,line_mae,line_rmse,push_rate,n_line,calib_fdr_survive,favorite_rate,tie_rate,strategy,line_bucket,roi,sharpe,roi_p,roi_fdr_survive,season_sign_consistent
efficiency,totals_1st_5_innings,soft,2026,6467,6185.0,0.24933056837226678,0.6918076274162233,0.5091350040420372,0.5001211454471365,0.00901385859490067,1.4180223722598,0.15618423316759425,0.06151461827665245,,2.5078088758311425,3.250590221292676,0.04360599969073759,6467.0,,,,,,,,,,
efficiency,totals_1st_5_innings,soft,pooled,41352,39521.0,0.24816325063085493,0.689201427105535,0.49905113737000584,0.5013381993604026,-0.0022870619903967437,-0.9093324228785405,0.36317468092598093,0.06016837781251949,0.01567761870011618,2.576405010640356,3.335654359752887,0.044278390404333526,41352.0,False,,,,,,,,,
efficiency,totals_1st_5_innings,majors,2023,2936,2819.0,0.23372501193800216,0.6568337972305385,0.54487406881873,0.5408237954964192,0.004050273322310782,0.4318351694956393,0.6658612163128271,0.06673561612674685,0.016019801498265214,2.831232970027248,3.69225522378968,0.039850136239782015,2936.0,,,,,,,,,,
efficiency,totals_1st_5_innings,majors,2024,5132,4941.0,0.2488247310922463,0.6907925740488491,0.49605343047966,0.49918768333984825,-0.003134252860188258,-0.44064107948452147,0.6594728583450871,0.0659773733912982,,2.5431605611847234,3.282691268478736,0.03721745908028059,5132.0,,,,,,,,,,
efficiency,totals_1st_5_innings,majors,2025,3902,3782.0,0.25012928325172173,0.6934088990438896,0.4854574299312533,0.5003184881384126,-0.014861058207159328,-1.8286233690640576,0.06745604938516522,0.06556609810717769,,2.5317785750896977,3.2818443452591537,0.030753459764223477,3902.0,,,,,,,,,,
efficiency,totals_1st_5_innings,majors,2026,2773,2679.0,0.24936633709691794,0.691879247300386,0.505785740948115,0.49925795101308246,0.0065277899350325574,0.6757897503580901,0.4991741431644629,0.06585114841189407,,2.5122610890732058,3.2574223823435036,0.03389830508474576,2773.0,,,,,,,,,,
efficiency,totals_1st_5_innings,majors,pooled,14743,14221.0,0.24628051271504617,0.6849615035841345,0.5047465016524858,0.5077550942824077,-0.0030085926299219246,-0.7175927143850203,0.4730084511732258,0.06599578095046195,0.016019801498265214,2.591704537746727,3.36339151692155,0.035406633656650616,14743.0,False,,,,,,,,,
efficiency,totals_1st_5_innings,barstool,2023,437,437.0,0.24822872598217624,0.6895892145845582,0.5194508009153318,0.4999273616275459,0.019523439287785882,0.8168755658103473,0.4139995425966931,0.054545165901269954,0.012797613543125752,2.847826086956522,3.640997801229541,0.0,437.0,,,,,,,,,,
efficiency,totals_1st_5_innings,barstool,pooled,437,437.0,0.24822872598217624,0.6895892145845582,0.5194508009153318,0.4999273616275459,0.019523439287785882,0.8168755658103473,0.4139995425966931,0.054545165901269954,0.012797613543125752,2.847826086956522,3.640997801229541,0.0,437.0,False,,,,,,,,,
efficiency,totals_1st_5_innings,betmgm,2023,872,842.0,0.19696649918168305,0.5744791953262046,0.6437054631828979,0.6382630695763009,0.00544239360659704,0.3297598784774647,0.7415814054529756,0.06750839291155356,,3.1611238532110093,4.216305994414081,0.034403669724770644,872.0,,,,,,,,,,
efficiency,totals_1st_5_innings,betmgm,2024,1729,1637.0,0.24925439099693775,0.6916546230516176,0.4972510690287111,0.5019101702688586,-0.004659101240147567,-0.3770188345927707,0.7061596080141832,0.06690504342294487,,2.533256217466744,3.280504834966455,0.05320994794679005,1729.0,,,,,,,,,,
efficiency,totals_1st_5_innings,betmgm,2025,1819,1716.0,0.25078201917878745,0.6947136403530446,0.486013986013986,0.5015579250185479,-0.015543939004561913,-1.2883079618586908,0.19763878269060828,0.06582110176760352,,2.5252886201209455,3.2845407299175147,0.056624518966465094,1819.0,,,,,,,,,,
efficiency,totals_1st_5_innings,betmgm,2026,928,879.0,0.24981163793079753,0.6927708515917109,0.5073947667804323,0.5007162882482595,0.006678478532172738,0.39604950001398287,0.6920685117375258,0.06580122780233226,,2.5091594827586206,3.271192509014791,0.052801724137931036,928.0,,,,,,,,,,
efficiency,totals_1st_5_innings,betmgm,pooled,5348,5074.0,0.2411906986647486,0.6734379751271385,0.5195112337406386,0.5242111687062309,-0.0046999349655922895,-0.6700820576025185,0.5028054820177732,0.06644320535022093,,2.6287397157816006,3.4502216658867986,0.0512341062079282,5348.0,False,,,,,,,,,
efficiency,totals_1st_5_innings,betonlineag,2023,835,783.0,0.24920319445693487,0.6915526087064962,0.5095785440613027,0.501883000520582,0.007695543540720662,0.4307545591712388,0.666646843413664,0.046001262933471565,,2.6760479041916168,3.4100503095661883,0.06227544910179641,835.0,,,,,,,,,,
efficiency,totals_1st_5_innings,betonlineag,2024,1730,1628.0,0.24938159021075756,0.6919115340719342,0.49324324324324326,0.4987250013067103,-0.005481758063467068,-0.4424016295861121,0.6581986000142341,0.04581931364657051,,2.523121387283237,3.2637437278970425,0.058959537572254334,1730.0,,,,,,,,,,
