config,book_group,line_bucket,tau,anchor,n_bets,roi_net_vig,sharpe,roi_2023,n_2023,roi_2024,n_2024,roi_2025,n_2025,roi_2026,n_2026
pointsbetus|all|tau0.04|book,pointsbetus,all,0.04,book,1467,-0.02995,-0.03196,-0.04555,1112,0.01892,355,,0,,0
pinnacle|high_ge6p5|tau0.08|book,pinnacle,high_ge6p5,0.08,book,657,-0.03006,-0.03279,-0.10828,186,0.03895,224,-0.06135,167,0.02392,80
fanatics|high_ge6p5|tau0.06|book,fanatics,high_ge6p5,0.06,book,212,-0.03009,-0.03306,,0,,0,-0.06009,163,0.06971,49
betrivers|all|tau0.04|book,betrivers,all,0.04,book,4394,-0.03019,-0.02746,-0.03199,1018,-0.04526,1365,-0.02359,1419,-0.00818,592
draftkings|low_le4p5|tau0.02|book,draftkings,low_le4p5,0.02,book,3326,-0.03021,-0.03137,-0.04838,675,-0.0417,1038,-0.01879,1173,-0.00565,440
majors|all|tau0.04|book,majors,all,0.04,book,17465,-0.03024,-0.03179,-0.06623,4550,-0.02148,6084,-0.00443,4944,-0.03935,1887
betmgm|low_le4p5|tau0.06|pinnacle,betmgm,low_le4p5,0.06,pinnacle,1984,-0.03051,-0.03165,-0.01804,397,-0.05899,642,-0.00591,739,-0.05401,206
soft|all|tau0.04|book,soft,all,0.04,book,39969,-0.03057,-0.03124,-0.05588,11048,-0.02769,13278,-0.00888,11388,-0.03193,4255
mybookieag|mid_5p5|tau0.1|pinnacle,mybookieag,mid_5p5,0.1,pinnacle,382,-0.03067,-0.03226,-0.05621,113,-0.04443,156,0.13356,67,-0.16051,46
fanatics|high_ge6p5|tau0.1|pinnacle,fanatics,high_ge6p5,0.1,pinnacle,121,-0.03079,-0.03322,,0,,0,-0.04963,91,0.02635,30
bovada|mid_5p5|tau0.02|pinnacle,bovada,mid_5p5,0.02,pinnacle,1188,-0.03082,-0.03204,-0.03006,163,-0.03536,454,0.01286,403,-0.12406,168
fanatics|mid_5p5|tau0.08|pinnacle,fanatics,mid_5p5,0.08,pinnacle,190,-0.03095,-0.0322,,0,,0,-0.01802,143,-0.07031,47
williamhill_us|low_le4p5|tau0.06|book,williamhill_us,low_le4p5,0.06,book,1260,-0.03105,-0.03281,-0.06636,461,-0.02531,653,0.05477,146,,0
bovada|low_le4p5|tau0.02|pinnacle,bovada,low_le4p5,0.02,pinnacle,2698,-0.03116,-0.03224,-0.12916,277,-0.03978,986,-0.01299,1066,0.01299,369
betmgm|low_le4p5|tau0.02|book,betmgm,low_le4p5,0.02,book,3168,-0.03119,-0.03253,-0.04659,629,-0.03103,980,-0.01653,1129,-0.04756,430
betonlineag|mid_5p5|tau0.04|book,betonlineag,mid_5p5,0.04,book,1105,-0.0312,-0.03258,-0.05218,242,0.00045,404,0.03248,335,-0.26541,124
williamhill_us|all|tau0.08|pinnacle,williamhill_us,all,0.08,pinnacle,1867,-0.03123,-0.0334,-0.05915,713,-0.02017,960,0.01669,194,,0
all|all|tau0.04|book,all,all,0.04,book,44851,-0.03142,-0.03219,-0.05748,12227,-0.02862,14816,-0.00826,12916,-0.03593,4892
betmgm|low_le4p5|tau0.04|pinnacle,betmgm,low_le4p5,0.04,pinnacle,2440,-0.03159,-0.03281,-0.02729,500,-0.0485,785,-0.0088,898,-0.06793,257
pinnacle|all|tau0.06|book,pinnacle,all,0.06,book,4014,-0.03174,-0.03316,-0.06679,946,-0.03528,1283,0.01011,1263,-0.06078,522
majors|low_le4p5|tau0.02|book,majors,low_le4p5,0.02,book,11581,-0.03188,-0.0332,-0.05628,2623,-0.04087,3998,-0.00756,3638,-0.02326,1322
superbook|mid_5p5|tau0.02|book,superbook,mid_5p5,0.02,book,206,-0.03198,-0.03451,,0,-0.03198,206,,0,,0
bovada|mid_5p5|tau0.02|book,bovada,mid_5p5,0.02,book,1271,-0.03225,-0.03345,-0.04042,185,-0.01354,465,0.01815,409,-0.16339,212
mybookieag|high_ge6p5|tau0.08|pinnacle,mybookieag,high_ge6p5,0.08,pinnacle,416,-0.0323,-0.03531,-0.15577,131,0.02629,169,0.00474,78,0.05678,38
draftkings|mid_5p5|tau0.06|pinnacle,draftkings,mid_5p5,0.06,pinnacle,983,-0.03309,-0.03457,-0.07957,270,0.00312,333,0.0504,264,-0.21885,116
superbook|low_le4p5|tau0.08|pinnacle,superbook,low_le4p5,0.08,pinnacle,202,-0.03312,-0.03541,,0,-0.03312,202,,0,,0
majors|high_ge6p5|tau0.08|pinnacle,majors,high_ge6p5,0.08,pinnacle,2195,-0.03338,-0.03612,-0.11699,680,0.06336,827,-0.07955,504,-0.03267,184
draftkings|all|tau0.04|pinnacle,draftkings,all,0.04,pinnacle,4625,-0.03346,-0.03498,-0.07607,1159,-0.01932,1510,-0.01042,1430,-0.0428,526
superbook|low_le4p5|tau0.06|book,superbook,low_le4p5,0.06,book,264,-0.03349,-0.0357,,0,-0.03349,264,,0,,0
pointsbetus|all|tau0.02|book,pointsbetus,all,0.02,book,1743,-0.03351,-0.03585,-0.04191,1326,-0.00679,417,,0,,0
fanatics|low_le4p5|tau0.02|pinnacle,fanatics,low_le4p5,0.02,pinnacle,970,-0.03354,-0.03476,,0,,0,-0.05414,770,0.04576,200
pointsbetus|low_le4p5|tau0.02|pinnacle,pointsbetus,low_le4p5,0.02,pinnacle,764,-0.0336,-0.03575,-0.03849,585,-0.01763,179,,0,,0
soft|high_ge6p5|tau0.04|book,soft,high_ge6p5,0.04,book,8548,-0.0337,-0.03701,-0.07325,2916,0.00017,2888,-0.05493,1973,0.04331,771
majors|mid_5p5|tau0.08|book,majors,mid_5p5,0.08,book,2954,-0.03398,-0.03552,-0.06825,830,-0.03044,1087,0.06044,713,-0.16586,324
bovada|low_le4p5|tau0.02|book,bovada,low_le4p5,0.02,book,2841,-0.03409,-0.03522,-0.10329,328,-0.04015,991,-0.01202,1081,-0.02308,441
fanatics|all|tau0.02|book,fanatics,all,0.02,book,1846,-0.03434,-0.03613,,0,,0,-0.03923,1436,-0.01723,410
betmgm|mid_5p5|tau0.04|pinnacle,betmgm,mid_5p5,0.04,pinnacle,1176,-0.03474,-0.03626,-0.07769,323,-0.03479,380,0.03044,338,-0.09502,135
betonlineag|mid_5p5|tau0.06|pinnacle,betonlineag,mid_5p5,0.06,pinnacle,831,-0.03494,-0.03647,-0.06138,182,-0.01944,304,0.0514,253,-0.27125,92
bovada|all|tau0.02|book,bovada,all,0.02,book,4935,-0.03503,-0.03646,-0.09568,649,-0.02906,1763,-0.01578,1736,-0.04084,787
betmgm|all|tau0.02|book,betmgm,all,0.02,book,5660,-0.03521,-0.03697,-0.0533,1316,-0.02802,1773,-0.02333,1814,-0.04906,757
barstool|high_ge6p5|tau0.06|book,barstool,high_ge6p5,0.06,book,257,-0.03547,-0.04523,-0.03547,257,,0,,0,,0
pointsbetus|mid_5p5|tau0.04|book,pointsbetus,mid_5p5,0.04,book,408,-0.03566,-0.03752,-0.02241,296,-0.07068,112,,0,,0
betmgm|all|tau0.06|pinnacle,betmgm,all,0.06,pinnacle,3647,-0.03576,-0.03743,-0.05511,846,-0.03688,1211,-0.00221,1208,-0.0954,382
draftkings|mid_5p5|tau0.06|book,draftkings,mid_5p5,0.06,book,1047,-0.03587,-0.03747,-0.05994,280,-0.01036,336,0.03262,298,-0.20314,133
mybookieag|all|tau0.06|book,mybookieag,all,0.06,book,2758,-0.03605,-0.0383,-0.05169,732,-0.02431,1052,-0.04111,699,-0.0265,275
betonlineag|all|tau0.02|book,betonlineag,all,0.02,book,5311,-0.03626,-0.03794,-0.06462,1059,-0.03419,1829,-0.01027,1844,-0.07366,579
all|all|tau0.06|pinnacle,all,all,0.06,pinnacle,30153,-0.03636,-0.03811,-0.07502,7575,-0.02953,10392,-0.00592,8987,-0.05253,3199
unibet_us|all|tau0.06|book,unibet_us,all,0.06,book,1229,-0.03666,-0.03362,-0.04779,801,-0.01583,428,,0,,0
all|mid_5p5|tau0.06|pinnacle,all,mid_5p5,0.06,pinnacle,7799,-0.03687,-0.03864,-0.06861,2139,-0.02171,2762,0.04465,2000,-0.18946,898
all|high_ge6p5|tau0.04|book,all,high_ge6p5,0.04,book,9444,-0.03704,-0.04065,-0.07442,3177,-0.00136,3184,-0.06016,2204,0.02674,879
soft|all|tau0.06|pinnacle,soft,all,0.06,pinnacle,26139,-0.03707,-0.03887,-0.07619,6629,-0.02872,9109,-0.00855,7724,-0.05092,2677
majors|all|tau0.06|pinnacle,majors,all,0.06,pinnacle,13143,-0.03716,-0.03895,-0.07133,3432,-0.03101,4750,-0.00391,3714,-0.06553,1247
all|high_ge6p5|tau0.08|pinnacle,all,high_ge6p5,0.08,pinnacle,4962,-0.03729,-0.04049,-0.1451,1483,0.05628,1809,-0.06275,1194,0.00684,476
pinnacle|low_le4p5|tau0.02|book,pinnacle,low_le4p5,0.02,book,3297,-0.03739,-0.03879,-0.05364,688,-0.05201,1023,-0.01301,1143,-0.04132,443
unibet_us|all|tau0.08|pinnacle,unibet_us,all,0.08,pinnacle,300,-0.03752,-0.04026,-0.08467,223,0.09905,77,,0,,0
unibet_us|all|tau0.04|book,unibet_us,all,0.04,book,1541,-0.03756,-0.03401,-0.03275,1020,-0.04697,521,,0,,0
majors|mid_5p5|tau0.06|pinnacle,majors,mid_5p5,0.06,pinnacle,3455,-0.0379,-0.03972,-0.07378,1008,-0.02659,1263,0.05124,833,-0.18708,351
draftkings|mid_5p5|tau0.08|book,draftkings,mid_5p5,0.08,book,807,-0.03828,-0.03982,-0.08933,207,0.01419,273,0.0439,223,-0.25065,104
pinnacle|all|tau0.04|book,pinnacle,all,0.04,book,4882,-0.03838,-0.04016,-0.07248,1179,-0.03673,1538,-0.00361,1528,-0.06267,637
soft|mid_5p5|tau0.06|pinnacle,soft,mid_5p5,0.06,pinnacle,6759,-0.03838,-0.04023,-0.06633,1867,-0.022,2421,0.0409,1716,-0.20201,755
soft|high_ge6p5|tau0.08|pinnacle,soft,high_ge6p5,0.08,pinnacle,4305,-0.0384,-0.04166,-0.15038,1297,0.05872,1585,-0.06297,1027,0.00338,396
majors|low_le4p5|tau0.02|pinnacle,majors,low_le4p5,0.02,pinnacle,10678,-0.03841,-0.04004,-0.06483,2471,-0.04622,3791,-0.02002,3348,-0.00724,1068
all|low_le4p5|tau0.02|book,all,low_le4p5,0.02,book,29481,-0.03864,-0.03953,-0.07096,7036,-0.05029,9452,-0.0134,9558,-0.0106,3435
barstool|all|tau0.06|book,barstool,all,0.06,book,795,-0.03879,-0.03602,-0.03879,795,,0,,0,,0
soft|low_le4p5|tau0.02|book,soft,low_le4p5,0.02,book,26184,-0.03879,-0.03962,-0.07284,6348,-0.05008,8429,-0.01345,8415,-0.00605,2992
mybookieag|high_ge6p5|tau0.04|book,mybookieag,high_ge6p5,0.04,book,648,-0.03902,-0.04273,-0.06279,211,-0.02738,252,-0.03291,126,-0.01677,59
fanduel|mid_5p5|tau0.08|pinnacle,fanduel,mid_5p5,0.08,pinnacle,669,-0.03929,-0.04089,-0.00684,162,-0.0754,236,0.06327,178,-0.20049,93
bovada|all|tau0.02|pinnacle,bovada,all,0.02,pinnacle,4631,-0.0393,-0.04095,-0.11855,556,-0.03417,1739,-0.01963,1705,-0.03674,631
majors|all|tau0.02|book,majors,all,0.02,book,20921,-0.03958,-0.04162,-0.06646,5476,-0.03359,7230,-0.01735,5880,-0.05102,2335
majors|mid_5p5|tau0.04|book,majors,mid_5p5,0.04,book,4624,-0.03973,-0.04167,-0.06471,1334,-0.02424,1620,0.01669,1150,-0.14863,520
mybookieag|low_le4p5|tau0.04|book,mybookieag,low_le4p5,0.04,book,1847,-0.03982,-0.04188,-0.02284,426,-0.0632,683,-0.05343,542,0.04234,196
williamhill_us|all|tau0.06|book,williamhill_us,all,0.06,book,2472,-0.03991,-0.04264,-0.08954,963,-0.01704,1241,0.03254,268,,0
all|low_le4p5|tau0.02|pinnacle,all,low_le4p5,0.02,pinnacle,24862,-0.03999,-0.04167,-0.06885,5613,-0.04948,8319,-0.02597,8181,0.00591,2749
majors|mid_5p5|tau0.06|book,majors,mid_5p5,0.06,book,3759,-0.03999,-0.04187,-0.05773,1063,-0.03849,1335,0.033,953,-0.1692,408
betonlineag|mid_5p5|tau0.06|book,betonlineag,mid_5p5,0.06,book,888,-0.04003,-0.04173,-0.00097,186,-0.03147,329,0.01485,266,-0.27069,107
draftkings|all|tau0.02|book,draftkings,all,0.02,book,5934,-0.04004,-0.04198,-0.06507,1409,-0.03179,1855,-0.02503,1887,-0.05074,783
soft|low_le4p5|tau0.02|pinnacle,soft,low_le4p5,0.02,pinnacle,21565,-0.04039,-0.04212,-0.07097,4925,-0.04913,7296,-0.02807,7038,0.01498,2306
betrivers|all|tau0.06|pinnacle,betrivers,all,0.06,pinnacle,901,-0.04056,-0.04254,-0.10417,288,-0.01295,182,-0.03349,223,0.01576,208
soft|high_ge6p5|tau0.02|book,soft,high_ge6p5,0.02,book,9703,-0.04066,-0.0443,-0.06203,3373,-0.01373,3188,-0.07284,2214,0.02133,928
williamhill_us|mid_5p5|tau0.1|pinnacle,williamhill_us,mid_5p5,0.1,pinnacle,382,-0.04067,-0.04292,-0.05141,156,-0.01606,189,-0.12103,37,,0
fanatics|all|tau0.04|pinnacle,fanatics,all,0.04,pinnacle,1302,-0.04069,-0.04242,,0,,0,-0.04928,1017,-0.01003,285
fanduel|all|tau0.06|pinnacle,fanduel,all,0.06,pinnacle,3307,-0.04075,-0.04241,-0.06727,735,-0.03492,1062,-0.0212,1077,-0.05863,433
betmgm|all|tau0.04|pinnacle,betmgm,all,0.04,pinnacle,4440,-0.0408,-0.04272,-0.05876,1062,-0.03515,1450,-0.01502,1461,-0.09811,467
fanatics|mid_5p5|tau0.06|pinnacle,fanatics,mid_5p5,0.06,pinnacle,257,-0.04088,-0.04294,,0,,0,-0.00114,191,-0.1559,66
soft|mid_5p5|tau0.04|book,soft,mid_5p5,0.04,book,10142,-0.04091,-0.04002,-0.03567,2949,-0.03537,3545,0.00736,2512,-0.17853,1136
draftkings|high_ge6p5|tau0.04|book,draftkings,high_ge6p5,0.04,book,945,-0.04092,-0.04428,-0.09857,268,0.00806,303,-0.05727,256,-0.00029,118
fanduel|all|tau0.04|pinnacle,fanduel,all,0.04,pinnacle,4048,-0.04098,-0.04271,-0.06868,936,-0.03335,1268,-0.02546,1311,-0.04869,533
pointsbetus|all|tau0.06|pinnacle,pointsbetus,all,0.06,pinnacle,1016,-0.041,-0.04368,-0.04495,768,-0.02878,248,,0,,0
betonlineag|high_ge6p5|tau0.08|pinnacle,betonlineag,high_ge6p5,0.08,pinnacle,523,-0.04129,-0.04444,-0.19504,132,0.05716,187,-0.05579,155,0.04301,49
all|mid_5p5|tau0.04|book,all,mid_5p5,0.04,book,11422,-0.0414,-0.0408,-0.04418,3299,-0.03535,3950,0.01081,2866,-0.16716,1307
majors|high_ge6p5|tau0.04|book,majors,high_ge6p5,0.04,book,3396,-0.04144,-0.04503,-0.09281,1066,0.00213,1196,-0.06513,802,0.02379,332
majors|all|tau0.04|pinnacle,majors,all,0.04,pinnacle,16002,-0.04167,-0.04372,-0.07482,4307,-0.03076,5678,-0.01682,4491,-0.06179,1526
all|all|tau0.04|pinnacle,all,all,0.04,pinnacle,36700,-0.04215,-0.04422,-0.07956,9499,-0.03081,12392,-0.01857,10888,-0.05284,3921
fanduel|high_ge6p5|tau0.08|pinnacle,fanduel,high_ge6p5,0.08,pinnacle,537,-0.04218,-0.04535,-0.10981,148,0.05141,182,-0.09254,145,-0.03767,62
betmgm|low_le4p5|tau0.02|pinnacle,betmgm,low_le4p5,0.02,pinnacle,2977,-0.04221,-0.04393,-0.04777,608,-0.04936,963,-0.02576,1086,-0.06592,320
all|mid_5p5|tau0.06|book,all,mid_5p5,0.06,book,9231,-0.04237,-0.04194,-0.04355,2587,-0.04307,3255,0.02292,2331,-0.18114,1058
mybookieag|low_le4p5|tau0.04|pinnacle,mybookieag,low_le4p5,0.04,pinnacle,1666,-0.04237,-0.04438,-0.04045,400,-0.06159,611,-0.05776,492,0.07138,163
bovada|high_ge6p5|tau0.02|book,bovada,high_ge6p5,0.02,book,823,-0.04257,-0.04568,-0.15251,136,-0.01677,307,-0.08868,246,0.09458,134
superbook|mid_5p5|tau0.08|pinnacle,superbook,mid_5p5,0.08,pinnacle,114,-0.04274,-0.04553,,0,-0.04274,114,,0,,0
soft|all|tau0.04|pinnacle,soft,all,0.04,pinnacle,31819,-0.04276,-0.04488,-0.08045,8319,-0.03007,10855,-0.02112,9361,-0.05094,3284
draftkings|high_ge6p5|tau0.02|book,draftkings,high_ge6p5,0.02,book,1056,-0.04292,-0.04644,-0.07752,308,0.00248,332,-0.07491,277,-0.01098,139
betonlineag|all|tau0.02|pinnacle,betonlineag,all,0.02,pinnacle,4740,-0.04293,-0.04482,-0.08496,979,-0.03131,1613,-0.02756,1669,-0.04969,479
draftkings|mid_5p5|tau0.04|book,draftkings,mid_5p5,0.04,book,1283,-0.04298,-0.04492,-0.07784,340,-0.01466,409,0.0198,365,-0.17699,169
mybookieag|all|tau0.08|pinnacle,mybookieag,all,0.08,pinnacle,1963,-0.04305,-0.0455,-0.04555,507,-0.04749,763,-0.0493,502,-0.00224,191
soft|all|tau0.02|book,soft,all,0.02,book,48177,-0.04342,-0.04453,-0.06255,13360,-0.04456,15822,-0.02328,13694,-0.04386,5301
fanduel|mid_5p5|tau0.08|book,fanduel,mid_5p5,0.08,book,817,-0.04353,-0.04546,-0.07781,201,-0.05751,276,0.09469,227,-0.22605,113
williamhill_us|high_ge6p5|tau0.06|book,williamhill_us,high_ge6p5,0.06,book,544,-0.04353,-0.04814,-0.13493,228,0.02836,260,-0.00521,56,,0
williamhill_us|high_ge6p5|tau0.04|book,williamhill_us,high_ge6p5,0.04,book,616,-0.04387,-0.04843,-0.10843,261,0.00558,294,-0.00597,61,,0
betonlineag|high_ge6p5|tau0.04|book,betonlineag,high_ge6p5,0.04,book,828,-0.04403,-0.04765,-0.06688,215,-0.0143,287,-0.06064,243,-0.03899,83
williamhill_us|low_le4p5|tau0.06|pinnacle,williamhill_us,low_le4p5,0.06,pinnacle,1223,-0.04413,-0.04668,-0.06027,441,-0.05868,646,0.07735,136,,0
all|all|tau0.02|book,all,all,0.02,book,54013,-0.04425,-0.04548,-0.06443,14774,-0.04552,17641,-0.02317,15526,-0.04532,6072
soft|mid_5p5|tau0.06|book,soft,mid_5p5,0.06,book,8191,-0.04431,-0.04358,-0.03877,2315,-0.04581,2914,0.01676,2047,-0.1902,915
mybookieag|high_ge6p5|tau0.02|book,mybookieag,high_ge6p5,0.02,book,731,-0.04432,-0.04867,-0.04801,238,-0.03466,276,-0.05886,146,-0.03961,71
all|high_ge6p5|tau0.02|book,all,high_ge6p5,0.02,book,10699,-0.04433,-0.04831,-0.06548,3678,-0.01573,3506,-0.07643,2467,0.00972,1048
betonlineag|mid_5p5|tau0.04|pinnacle,betonlineag,mid_5p5,0.04,pinnacle,1015,-0.04468,-0.04677,-0.07086,236,-0.02879,359,0.01857,314,-0.22756,106
betmgm|high_ge6p5|tau0.08|pinnacle,betmgm,high_ge6p5,0.08,pinnacle,606,-0.04476,-0.04831,-0.13769,172,0.05735,215,-0.06608,164,-0.08977,55
pointsbetus|mid_5p5|tau0.06|book,pointsbetus,mid_5p5,0.06,book,332,-0.04484,-0.04704,-0.04841,232,-0.03656,100,,0,,0
pointsbetus|all|tau0.04|pinnacle,pointsbetus,all,0.04,pinnacle,1242,-0.04511,-0.04799,-0.05614,959,-0.00774,283,,0,,0
pointsbetus|high_ge6p5|tau0.04|book,pointsbetus,high_ge6p5,0.04,book,324,-0.04512,-0.04978,-0.07343,250,0.05052,74,,0,,0
barstool|all|tau0.02|book,barstool,all,0.02,book,1240,-0.04527,-0.04246,-0.04527,1240,,0,,0,,0
pinnacle|mid_5p5|tau0.04|book,pinnacle,mid_5p5,0.04,book,1280,-0.04531,-0.04747,-0.11589,350,-0.03521,405,0.03532,354,-0.09165,171
betrivers|low_le4p5|tau0.04|pinnacle,betrivers,low_le4p5,0.04,pinnacle,669,-0.04537,-0.04707,-0.08977,194,-0.03914,145,-0.05244,175,0.01234,155
betonlineag|mid_5p5|tau0.02|book,betonlineag,mid_5p5,0.02,book,1350,-0.04591,-0.04814,-0.03034,296,-0.02479,485,-0.00033,417,-0.26861,152
draftkings|all|tau0.02|pinnacle,draftkings,all,0.02,pinnacle,5527,-0.04619,-0.04836,-0.08636,1390,-0.03659,1791,-0.02729,1707,-0.03617,639
unibet_us|mid_5p5|tau0.04|book,unibet_us,mid_5p5,0.04,book,364,-0.04636,-0.03384,0.03818,226,-0.1848,138,,0,,0
unibet_us|low_le4p5|tau0.06|pinnacle,unibet_us,low_le4p5,0.06,pinnacle,197,-0.04642,-0.04977,-0.04175,155,-0.06363,42,,0,,0
williamhill_us|mid_5p5|tau0.08|pinnacle,williamhill_us,mid_5p5,0.08,pinnacle,506,-0.04657,-0.04953,-0.05968,199,-0.03558,258,-0.05122,49,,0
fanduel|all|tau0.02|pinnacle,fanduel,all,0.02,pinnacle,4852,-0.04735,-0.04946,-0.07876,1125,-0.04158,1504,-0.03678,1580,-0.03189,643
majors|high_ge6p5|tau0.02|book,majors,high_ge6p5,0.02,book,3768,-0.04749,-0.05153,-0.08605,1204,-0.00582,1307,-0.07655,864,-0.00409,393
barstool|all|tau0.04|book,barstool,all,0.04,book,1031,-0.04798,-0.04436,-0.04798,1031,,0,,0,,0
betrivers|low_le4p5|tau0.02|pinnacle,betrivers,low_le4p5,0.02,pinnacle,824,-0.04839,-0.0505,-0.08982,238,-0.04445,180,-0.08528,215,0.04107,191
williamhill_us|high_ge6p5|tau0.04|pinnacle,williamhill_us,high_ge6p5,0.04,pinnacle,585,-0.04905,-0.054,-0.09685,253,0.00267,277,-0.0897,55,,0
mybookieag|low_le4p5|tau0.06|pinnacle,mybookieag,low_le4p5,0.06,pinnacle,1350,-0.04911,-0.05135,-0.0493,314,-0.06354,505,-0.07258,404,0.08341,127
mybookieag|high_ge6p5|tau0.06|pinnacle,mybookieag,high_ge6p5,0.06,pinnacle,489,-0.04923,-0.05369,-0.13153,155,-0.00235,196,-0.00405,95,-0.06611,43
unibet_us|low_le4p5|tau0.04|book,unibet_us,low_le4p5,0.04,book,630,-0.04932,-0.04386,-0.05751,437,-0.03079,193,,0,,0
williamhill_us|all|tau0.06|pinnacle,williamhill_us,all,0.06,pinnacle,2381,-0.04941,-0.05282,-0.0883,921,-0.03438,1214,0.02197,246,,0
majors|mid_5p5|tau0.02|book,majors,mid_5p5,0.02,book,5572,-0.05021,-0.05284,-0.06835,1649,-0.03734,1925,-0.0061,1378,-0.13998,620
williamhill_us|low_le4p5|tau0.04|pinnacle,williamhill_us,low_le4p5,0.04,pinnacle,1508,-0.05041,-0.0534,-0.0663,552,-0.0508,792,0.00501,164,,0
mybookieag|low_le4p5|tau0.02|book,mybookieag,low_le4p5,0.02,book,2268,-0.05048,-0.05327,-0.05774,526,-0.07337,836,-0.05434,664,0.055,242
unibet_us|all|tau0.1|pinnacle,unibet_us,all,0.1,pinnacle,218,-0.05071,-0.05465,-0.0583,163,-0.02824,55,,0,,0
fanduel|mid_5p5|tau0.06|pinnacle,fanduel,mid_5p5,0.06,pinnacle,870,-0.05095,-0.05312,-0.06028,221,-0.06341,291,0.05281,237,-0.20717,121
pinnacle|all|tau0.02|book,pinnacle,all,0.02,book,5836,-0.05103,-0.05353,-0.0822,1414,-0.05391,1819,-0.0223,1832,-0.05536,771
betrivers|low_le4p5|tau0.02|book,betrivers,low_le4p5,0.02,book,2623,-0.05105,-0.04727,-0.11239,548,-0.08827,688,-0.01025,966,-0.00399,421
fanatics|mid_5p5|tau0.04|pinnacle,fanatics,mid_5p5,0.04,pinnacle,309,-0.05109,-0.05375,,0,,0,-0.02131,231,-0.13928,78
mybookieag|all|tau0.04|book,mybookieag,all,0.04,book,3405,-0.05136,-0.05457,-0.06014,902,-0.04831,1290,-0.04362,861,-0.05892,352
fanduel|mid_5p5|tau0.04|book,fanduel,mid_5p5,0.04,book,1281,-0.05158,-0.05403,-0.0521,327,-0.03863,416,0.00934,356,-0.19939,182
pointsbetus|high_ge6p5|tau0.06|book,pointsbetus,high_ge6p5,0.06,book,276,-0.05167,-0.05676,-0.09566,209,0.08556,67,,0,,0
superbook|all|tau0.04|book,superbook,all,0.04,book,648,-0.05215,-0.05667,,0,-0.05215,648,,0,,0
betonlineag|high_ge6p5|tau0.02|book,betonlineag,high_ge6p5,0.02,book,923,-0.05218,-0.05664,-0.07212,242,-0.02319,315,-0.07566,271,-0.03053,95
williamhill_us|mid_5p5|tau0.06|pinnacle,williamhill_us,mid_5p5,0.06,pinnacle,651,-0.0525,-0.05591,-0.10394,268,-0.0234,321,0.0192,62,,0
draftkings|high_ge6p5|tau0.06|pinnacle,draftkings,high_ge6p5,0.06,pinnacle,734,-0.05264,-0.05653,-0.11927,216,0.0239,255,-0.08002,187,-0.05278,76
betrivers|mid_5p5|tau0.06|pinnacle,betrivers,mid_5p5,0.06,pinnacle,194,-0.05265,-0.05479,-0.11093,67,-0.0315,31,0.00841,41,-0.03911,55
williamhill_us|mid_5p5|tau0.08|book,williamhill_us,mid_5p5,0.08,book,540,-0.05277,-0.05598,-0.10092,220,-0.02407,270,0.00403,50,,0
fanduel|mid_5p5|tau0.06|book,fanduel,mid_5p5,0.06,book,1037,-0.05293,-0.05538,-0.05159,253,-0.0774,347,0.04552,299,-0.20714,138
betmgm|high_ge6p5|tau0.06|book,betmgm,high_ge6p5,0.06,book,805,-0.05316,-0.05748,-0.09691,223,0.01305,266,-0.08409,219,-0.06427,97
majors|all|tau0.02|pinnacle,majors,all,0.02,pinnacle,19135,-0.05327,-0.05598,-0.08631,5166,-0.04466,6738,-0.03304,5378,-0.05121,1853
betmgm|all|tau0.02|pinnacle,betmgm,all,0.02,pinnacle,5316,-0.05357,-0.05615,-0.07207,1273,-0.04873,1721,-0.03305,1751,-0.08979,571
williamhill_us|mid_5p5|tau0.06|book,williamhill_us,mid_5p5,0.06,book,668,-0.05367,-0.05691,-0.09077,274,-0.03658,328,0.01542,66,,0
all|mid_5p5|tau0.04|pinnacle,all,mid_5p5,0.04,pinnacle,9593,-0.0538,-0.05646,-0.09898,2777,-0.03453,3261,0.01343,2488,-0.1519,1067
draftkings|mid_5p5|tau0.04|pinnacle,draftkings,mid_5p5,0.04,pinnacle,1210,-0.05383,-0.05628,-0.11083,347,-0.0144,397,0.00685,328,-0.16817,138
fanduel|mid_5p5|tau0.02|book,fanduel,mid_5p5,0.02,book,1533,-0.05467,-0.05758,-0.05718,402,-0.02914,496,-0.01186,426,-0.19771,209
williamhill_us|all|tau0.04|book,williamhill_us,all,0.04,book,2983,-0.05477,-0.05867,-0.10079,1164,-0.0309,1509,0.00183,310,,0
betrivers|all|tau0.02|book,betrivers,all,0.02,book,5444,-0.05485,-0.05035,-0.06385,1260,-0.08588,1676,-0.03643,1751,-0.01373,757
betrivers|mid_5p5|tau0.08|book,betrivers,mid_5p5,0.08,book,559,-0.0549,-0.04101,0.07687,130,-0.1448,211,-0.07117,142,-0.00026,76
barstool|high_ge6p5|tau0.04|book,barstool,high_ge6p5,0.04,book,335,-0.0551,-0.06652,-0.0551,335,,0,,0,,0
unibet_us|low_le4p5|tau0.06|book,unibet_us,low_le4p5,0.06,book,492,-0.05511,-0.04835,-0.0768,336,-0.0084,156,,0,,0
soft|mid_5p5|tau0.04|pinnacle,soft,mid_5p5,0.04,pinnacle,8313,-0.05511,-0.05785,-0.09654,2427,-0.03443,2856,0.00979,2134,-0.1634,896
