signal,market,book_group,bucket,theta,anchor,n_games,n_quotes,clv_mean,clv_sharpe,clv_p,realized_roi,roi_fdr_survive,season_sign_consistent,is_control
reversion,totals,bovada,all,1,t75,477,477,0.033542976939203356,0.062305053541683614,0.08679431339178646,-0.07686060331671488,False,False,False
reversion,totals,bovada,low,0.5,t50,510,510,0.2068627450980392,0.32326988460931455,1.4339079274800237e-13,-0.09131439035531107,True,True,False
reversion,totals,bovada,low,0.5,t75,656,656,0.06478658536585366,0.18774483068999084,7.599021126237619e-07,-0.036352117747928986,True,True,False
reversion,totals,bovada,low,1,t50,98,98,0.6071428571428571,0.5115777761498925,2.0488559712606105e-07,0.04429061030658193,True,True,False
reversion,totals,bovada,low,1,t75,117,117,0.029914529914529916,0.056389838517429444,0.27094767590248814,-0.09213777675316137,False,False,False
reversion,totals,bovada,mid,0.5,t50,1467,1467,0.0869120654396728,0.23260622235616296,2.571210591198946e-19,-0.07996881604510306,True,True,False
reversion,totals,bovada,mid,0.5,t75,1756,1756,0.06776765375854214,0.23223833161881238,1.1025416042532256e-22,-0.06854019301157065,True,True,False
reversion,totals,bovada,mid,1,t50,191,191,0.09162303664921466,0.2044812927256462,0.0023567537720443053,-0.12113392715486958,True,False,False
reversion,totals,bovada,mid,1,t75,236,236,0.06779661016949153,0.21033487383836566,0.0006163029600766651,-0.11471044001441938,True,False,False
reversion,totals,bovada,high,0.5,t50,470,470,0.17127659574468085,0.21017533417430356,2.6007427220647054e-06,0.033263931566429254,True,True,False
reversion,totals,bovada,high,0.5,t75,522,522,0.03065134099616858,0.06467815663557633,0.06974103505786503,-0.054371687505120794,False,False,False
reversion,totals,bovada,high,1,t50,114,114,0.4298245614035088,0.291055685379228,0.0009429881905581193,0.050303288117933415,True,False,False
reversion,totals,bovada,high,1,t75,124,124,-0.028225806451612902,-0.03496583261738559,0.6514961931591537,0.009590935011692362,False,False,False
continuation,totals,all,all,0.5,t50,4375,14184,-0.11906149659863945,-0.26327197091780785,1.0,-0.014858044531220058,False,True,False
continuation,totals,all,all,0.5,t75,4805,18087,-0.066534116247956,-0.21910652867113484,1.0,-0.013842512280715777,False,True,False
continuation,totals,all,all,1,t50,662,2387,-0.28284239677744205,-0.3122609971266317,0.9999999999999996,-0.07760629594683671,False,True,False
continuation,totals,all,all,1,t75,884,2956,-0.07257999353587588,-0.15287618598952551,0.999997257612712,-0.02100578387805268,False,False,False
continuation,totals,all,low,0.5,t50,951,2842,-0.16544113965249613,-0.3109416330629827,1.0,-0.04116894923927501,False,True,False
continuation,totals,all,low,0.5,t75,1106,3920,-0.06574420907603548,-0.22612378062046848,0.9999999999999727,-0.025465941564125114,False,False,False
