pitcher_id,player_name,game_date,line_commence_date,game_year,bookmaker_key,over_price,under_price,pred_mean_k,line,is_integer_line,model_p_over,model_p_under,model_p_push,model_p_over_cond,model_p_under_cond,book_devig_over,book_devig_under,book_hold,devig_valid,edge_over,edge_under,ev_over,ev_under,best_side,best_edge,best_ev,pinnacle_devig_over_same_line,edge_vs_pinnacle,is_pinnacle
686613,Hunter Brown,2024-04-16,2024-04-17,2024,fanduel,104.0,-134.0,3.238,5.5,False,0.1171,0.8829,0.0,0.1171,0.8829,0.46121,0.53879,0.06285,True,-0.34411,0.34411,-0.76112,0.54178,under,0.34411,0.54178,0.43979,-0.32269,False
669854,Ronel Blanco,2025-04-11,2025-04-12,2025,fanatics,-145.0,110.0,3.963,5.5,False,0.2103,0.7897,0.0,0.2103,0.7897,0.55414,0.44586,0.06803,True,-0.34384,0.34384,-0.64467,0.65837,under,0.34384,0.65837,,,False
641927,Bailey Ober,2024-04-08,2024-04-08,2024,betmgm,-105.0,-120.0,3.439,5.5,False,0.1405,0.8595,0.0,0.1405,0.8595,0.48428,0.51572,0.05765,True,-0.34378,0.34378,-0.72569,0.57575,under,0.34378,0.57575,0.48206,-0.34156,False
489119,Wade Miley,2023-05-04,2023-05-04,2023,pinnacle,131.0,-179.0,5.013,3.5,False,0.7458,0.2542,0.0,0.7458,0.2542,0.40289,0.59711,0.07448,True,0.34291,-0.34291,0.7228,-0.60379,over,0.34291,0.7228,0.40289,0.34291,True
647336,Michael Soroka,2026-03-30,2026-03-31,2026,fanduel,-172.0,126.0,3.281,4.5,False,0.2457,0.7543,0.0,0.2457,0.7543,0.58833,0.41167,0.07483,True,-0.34263,0.34263,-0.61145,0.70472,under,0.34263,0.70472,0.58675,-0.34105,False
691799,Grant Taylor,2026-04-12,2026-04-12,2026,pinnacle,207.0,-291.0,2.2,1.5,False,0.647,0.353,0.0,0.647,0.353,0.30443,0.69557,0.06998,True,0.34257,-0.34257,0.98629,-0.52569,over,0.34257,0.98629,0.30443,0.34257,True
571927,Steven Matz,2026-03-29,2026-03-29,2026,betonlineag,-130.0,101.0,2.214,3.5,False,0.1897,0.8103,0.0,0.1897,0.8103,0.53185,0.46815,0.06273,True,-0.34215,0.34215,-0.66438,0.6287,under,0.34215,0.6287,0.54188,-0.35218,False
672282,Reid Detmers,2023-09-05,2023-09-06,2023,pinnacle,-177.0,134.0,4.225,5.5,False,0.2575,0.7425,0.0,0.2575,0.7425,0.59924,0.40076,0.06634,True,-0.34174,0.34174,-0.59702,0.73745,under,0.34174,0.73745,0.59924,-0.34174,True
641927,Bailey Ober,2024-04-08,2024-04-08,2024,pinnacle,-111.0,-130.0,3.439,5.5,False,0.1405,0.8595,0.0,0.1405,0.8595,0.48206,0.51794,0.09128,True,-0.34156,0.34156,-0.73292,0.52065,under,0.34156,0.52065,0.48206,-0.34156,True
656288,Griffin Canning,2024-04-05,2024-04-06,2024,pointsbetus,105.0,-140.0,3.974,6.5,False,0.1139,0.8861,0.0,0.1139,0.8861,0.45541,0.54459,0.07114,True,-0.34151,0.34151,-0.7665,0.51903,under,0.34151,0.51903,0.4339,-0.32,False
656288,Griffin Canning,2024-04-05,2024-04-06,2024,draftkings,105.0,-140.0,3.974,6.5,False,0.1139,0.8861,0.0,0.1139,0.8861,0.45541,0.54459,0.07114,True,-0.34151,0.34151,-0.7665,0.51903,under,0.34151,0.51903,0.4339,-0.32,False
656288,Griffin Canning,2024-04-05,2024-04-06,2024,betmgm,105.0,-140.0,3.974,6.5,False,0.1139,0.8861,0.0,0.1139,0.8861,0.45541,0.54459,0.07114,True,-0.34151,0.34151,-0.7665,0.51903,under,0.34151,0.51903,0.4339,-0.32,False
543518,Scott McGough,2024-06-15,2024-06-16,2024,bovada,-105.0,-125.0,3.099,1.5,False,0.8208,0.1792,0.0,0.8208,0.1792,0.4797,0.5203,0.06775,True,0.3411,-0.3411,0.60251,-0.67744,over,0.3411,0.60251,0.46489,0.35591,False
527048,Martin Perez,2026-04-05,2026-04-05,2026,pinnacle,112.0,-149.0,4.078,2.5,False,0.7819,0.2181,0.0,0.7819,0.2181,0.4408,0.5592,0.07009,True,0.3411,-0.3411,0.65763,-0.63552,over,0.3411,0.65763,0.4408,0.3411,True
647336,Michael Soroka,2026-03-30,2026-03-31,2026,pinnacle,-169.0,126.0,3.281,4.5,False,0.2457,0.7543,0.0,0.2457,0.7543,0.58675,0.41325,0.07073,True,-0.34105,0.34105,-0.60892,0.70472,under,0.34105,0.70472,0.58675,-0.34105,True
696270,Ryan Johnson,2026-03-30,2026-03-30,2026,fanduel,102.0,-136.0,2.558,4.5,False,0.1215,0.8785,0.0,0.1215,0.8785,0.46209,0.53791,0.07132,True,-0.34059,0.34059,-0.75457,0.52446,under,0.34059,0.52446,0.42543,-0.30393,False
696270,Ryan Johnson,2026-03-30,2026-03-30,2026,draftkings,104.0,-133.0,2.558,4.5,False,0.1215,0.8785,0.0,0.1215,0.8785,0.46201,0.53799,0.06101,True,-0.34051,0.34051,-0.75214,0.53903,under,0.34051,0.53903,0.42543,-0.30393,False
489119,Wade Miley,2023-05-04,2023-05-04,2023,betonlineag,132.0,-172.0,5.013,3.5,False,0.7458,0.2542,0.0,0.7458,0.2542,0.40534,0.59466,0.06339,True,0.34046,-0.34046,0.73026,-0.59801,over,0.34046,0.73026,0.40289,0.34291,False
671212,Joe Boyle,2024-04-01,2024-04-02,2024,betrivers,-190.0,140.0,3.453,4.5,False,0.2709,0.7291,0.0,0.2709,0.7291,0.61126,0.38874,0.07184,True,-0.34036,0.34036,-0.58652,0.74984,under,0.34036,0.74984,,,False
