player_name,team_name,position,defensive_runs_saved,framing_runs_saved,pitches_framed,stolen_base_runs,pickoff_runs,throwing_runs,blocking_runs,infield_gb_runs,bunt_runs,double_play_runs_start,double_play_runs_pivot,infield_fb_runs,outfield_fb_runs,outfield_arm_runs
Christian Dunn,Alcorn State,C,0.63,-0.23,18,0.11,0,0.11,0.76,0,0,0,0,0,0,0
Owen Gietzen,Arkansas-Pine Bluff,C,0.62,0.3,388,0.18,-0.04,0.14,0.18,0,0,0,0,0,0,0
Alexandre Laurence,Omaha,C,0.61,-0.28,45,0.01,0,0.01,0.91,0,0,0,-0.04,0,0,0
Jack Mosh,Minnesota,C,0.59,0.4,22,-0.05,0,-0.05,0.2,0.05,0,0,0,0,0,0
Dylan Archuleta,Air Force,C,0.58,0.39,9,0.11,0,0.11,0.09,0,0,0,0,0,0,0
Andrew Hanlon,Brown,C,0.58,-0.72,486,-0.19,0.14,-0.05,1.3,0.1,-0.05,0,0,0,0,0
Noah Gordon,North Dakota State,C,0.58,0.37,125,0.12,0,0.12,0.09,0,0,0,0,0,0,0
Rashawn Galloway,Texas State,C,0.58,0.34,30,0,0,0,0.23,0,0,0,0,0,0,0
Luke Bard,Houston Christian,C,0.57,1.28,135,-0.23,0,-0.23,-0.51,0,0.03,0,0,0,0,0
Andrew Lenski,Iona,C,0.57,0.1,225,-0.45,0.82,0.37,0.09,0,0,0,0,0,0,0
Graham Hylton,VCU,C,0.57,0.5,14,0.11,0,0.11,-0.04,0,0,0,0,0,0,0
Nate McHugh,Creighton,C,0.57,-1.75,439,0.8,0,0.8,1.17,0.08,0.27,0,0,0,0,0
Jackson Bessette,Purdue,C,0.56,-6.58,979,0,0.61,0.61,4.22,-0.08,2.41,0,-0.03,0,0,0
Ryan Gocio,James Madison,C,0.56,-0.23,487,-0.25,0,-0.25,0.03,0.1,0.94,0,-0.02,0,0,0
Tyler Bolyard,UC Riverside,C,0.56,0.55,30,-0.05,0,-0.05,0.06,0,0,0,0,0,0,0
Ryan Bakes,Illinois State,C,0.55,-1.01,695,-0.19,0.04,-0.15,2.3,0.13,-0.32,-0.03,0,-0.38,0,0
Ryan VandenBrink,Oregon State,C,0.55,0.78,99,-0.04,0,-0.04,-0.32,0.13,0,0,0,0,0,0
Luca Perriello,Mercer,C,0.54,0.44,14,0,0,0,0.1,0,0,0,0,0,0,0
Rees Kozar,Niagara,C,0.52,0.46,176,-0.47,0,-0.47,0.55,0,0,0,-0.02,0,0,0
Charlie Caruso,Northwestern,C,0.23,-0.04,46,0.06,0,0.06,0.21,0,0,0,0,0,0,0
Hunter Sute,Manhattan,C,0.51,-0.29,389,-0.41,0,-0.41,1.19,0.06,-0.02,0,-0.01,0,0,0
Jackson Owen,Mississippi State,C,0.5,-0.27,2,0,0,0,0.77,0,0,0,0,0,0,0
Jack Pitts,Memphis,C,0.49,0.49,2,0,0,0,0,0,0,0,0,0,0,0
Zach Pomatto,Northern Kentucky,C,0.48,0.54,24,-0.3,0,-0.3,0.24,0,0,0,0,0,0,0
Nick Costello,UC San Diego,C,0.47,0.02,10,0,0,0,0.35,0.1,0,0,0,0,0,0
Jacob Gaudreau,Bryant,C,0.47,-1.32,282,-0.17,0,-0.17,2.07,0.1,-0.19,-0.02,0,0,0,0
Nathan Wood,South Alabama,C,0.47,0.04,10,0,0,0,0.42,0,0,0,0,0,0,0
Jack Cannizzaro,James Madison,C,0.46,-0.31,307,-0.19,1.28,1.09,0,0,-0.32,0,0,0,0,0
Jose Fernandez,Bethune-Cookman,C,0.46,0.21,138,-0.15,0.31,0.16,0.09,0,0,0,0,0,0,0
Eli Stephens,Mercer,C,0.44,0.24,16,0,0,0,0.2,0,0,0,0,0,0,0
Wes Walker,North Alabama,C,0.44,-0.56,165,0.12,0,0.12,0.87,0,0,0,0,0,0,0
Nathan Borchardt,Eastern Michigan,C,0.43,0.42,198,-0.23,0,-0.23,1.48,0,-1.23,0,0,0,0,0
Stow Rogers,College of Charleston,C,0.42,0.4,8,0,0,0,0.02,0,0,0,0,0,0,0
Josh Janove,Towson,C,0.42,0.34,34,0.01,0,0.01,0.07,0,0,0,0,0,0,0
Luke Maltacea,George Washington,C,0.41,-0.44,170,-0.4,0.68,0.28,0.76,-0.2,0,0,0,0,0,0
Cesar Gonzalez,Boston College,C,0.41,-1.49,388,-0.11,0,-0.11,2.15,-0.14,0,0,0,0,0,0
Lucas Pringle,Charleston Southern,C,0.4,0.2,893,0.17,0,0.17,0.18,-0.3,0.16,0,0,0,0,0
Estaban Sepulveda,UC Riverside,C,0.39,0.5,540,0.02,0,0.02,-0.29,0.13,0.06,0,-0.04,0,0,0
Boone Hosey,North Florida,C,0.38,-1.45,274,-0.07,0,-0.07,1.91,0,-0.01,0,0,0,0,0
Adam Broski,Michigan State,C,0.38,-1.73,698,-0.16,0.82,0.66,1.89,-0.53,0.13,-0.01,-0.03,0,0,0
Gavin Bennett,Valparaiso,C,0.37,0.16,8,-0.05,0,-0.05,0.26,0,0,0,0,0,0,0
Luke Taylor,Long Beach State,C,0.37,1.16,56,-0.15,0,-0.15,-0.66,0.02,0,0,0,0,0,0
Gavin Kelly,West Virginia,C,0.37,-1.83,702,0.55,0.13,0.68,0.71,0.11,0.58,0,0.12,0,0,0
Adam Berghult,Dallas Baptist,C,0.36,-4.98,893,0.33,0,0.33,4.22,0.12,0.67,0,0,0,0,0
Rece Schuerman,Gonzaga,C,0.36,0.46,223,-0.2,0,-0.2,0.1,0,0,0,0,0,0,0
Stephen Landaz,Mississippi Valley,C,0.36,-0.37,301,-0.44,-0.14,-0.58,1.15,0,0.05,0,0.11,0,0,0
Dominic Stephenson,Georgia Tech,C,0.36,0.21,16,0,0,0,0.14,0,0,0,0,0,0,0
Aidan Sengenberger,Seton Hall,C,0.35,0.21,311,0.04,-0.8,-0.76,1.16,0.17,-0.44,0,0,0,0,0
Eddie Dolansky,Niagara,C,0.35,0.32,22,-0.05,0,-0.05,0.08,0,0,0,0,0,0,0
Trey Craft,Florida A&M,C,0.35,-0.5,52,0,0,0,0.87,0,0,0,-0.02,0,0,0
Jackson Geiger,USF,C,0.35,0.35,4,0,0,0,0,0,0,0,0,0,0,0
Patrick Sullivan,Ohio,C,0.34,0.05,17,-0.1,0,-0.1,0.33,0.07,0,0,0,0,0,0
Drew Jarrell,UL Monroe,C,0.34,0.22,55,-0.05,0,-0.05,0.17,0,0,0,0,0,0,0
Kasen Khansarinia,UCLA,C,0.34,0.39,192,0.07,0,0.07,-0.12,0,0,0,0,0,0,0
Santiago Ordonez,North Florida,C,0.34,-1.34,736,0.03,-0.14,-0.11,1.95,0.03,-0.19,0,0,0,0,0
Clark Springs,UT Arlington,C,0.33,-1.99,580,-0.55,0.17,-0.39,1.48,0,1.21,0,0,0.01,0,0
Connor Harvie,Milwaukee,C,0.33,0.23,117,-0.14,0,-0.14,0.63,-0.35,0,-0.02,-0.01,0,0,0
Will Bomerbach,Morehead State,C,0.33,0.22,24,-0.1,0,-0.1,0.21,0,0,0,0,0,0,0
Sebastian Hurtado,UCF,C,0.33,-0.4,64,-0.2,0.45,0.25,0.33,0,0.14,0,0,0,0,0
Noah Burnham,Belmont,C,0.33,-0.93,195,-0.01,0,-0.01,1.27,0,-0.01,0,0,0.01,0,0
Connor Dietsch,UC Irvine,C,0.32,0.46,122,0.01,0,0.01,-0.15,0,0,0,0,0,0,0
Jake Randolph,South Carolina,C,0.32,0.11,34,0.06,0,0.06,0.16,0,0,0,0,0,0,0
Josue Figueroa,Florida A&M,C,0.32,0.58,61,0.01,0,0.01,-0.27,0,0,0,0,0,0,0
Charlie Evans,Elon,C,0.31,0.04,7,0,0,0,0.27,0,0,0,0,0,0,0
Lawson Olmstead,California,C,0.31,0.39,164,0.56,-0.55,0.01,-0.14,0.1,-0.04,0,0,0,0,0
Garrett Mathias,Bucknell,C,0.3,-0.05,2,0,0,0,0.36,0,0,0,0,0,0,0
Carson Chavez,Fordham,C,0.3,0.1,32,0,0,0,0.2,0,0,0,0,0,0,0
Brock Beddingfield,Lipscomb,C,0.3,-2.7,410,-0.1,-0.52,-0.62,3.47,0,0.14,0,0,0.01,0,0
Kristian Amaro,North Carolina A&T,C,0.3,-0.15,381,-1.02,0,-1.02,1.45,0,0,0,0,0.02,0,0
Ethan Miller,Florida A&M,C,0.3,1.56,959,0.03,0.14,0.17,0.05,-0.09,-1.34,0,-0.05,0,0,0
Raul Feliz,Wofford,C,0.29,0.24,68,-0.05,0,-0.05,0.1,0,0,0,0,0,0,0
Michael Carrano,Illinois State,C,0.29,0.14,13,0,0,0,0.15,0,0,0,0,0,0,0
Ben Peterson,Saint Joseph's,C,0.28,0.24,36,-0.1,0,-0.1,0.14,0,0,0,0,0,0,0
Ruben Gonzalez,UTRGV,C,0.28,0.3,6,0,0,0,-0.02,0,0,0,0,0,0,0
Zach Munton,Houston Christian,C,0.28,-1.9,285,-0.58,0.88,0.3,1.89,0,0,0,0,0,0,0
Anthony Torreso,Davidson,C,0.28,1.08,114,-0.14,0,-0.14,0.23,-0.99,0,0,0.1,0,0,0
Talmadge LeCroy,South Carolina,C,0.27,-2.32,1205,-0.57,0.72,0.15,3.54,-0.16,-0.92,-0.02,0,0,0,0
Ryan Lee,UC Davis,C,0.27,-2.68,495,0.76,0.1,0.86,2.29,0,-0.18,0,-0.02,0,0,0
Jake Kelleher,Long Island,C,0.27,0.42,118,-0.25,0,-0.25,0.14,0,0,0,-0.04,0,0,0
Walker Freeman,Texas A&M-Corpus Christi,C,0.27,0.27,5,0,0,0,0,0,0,0,0,0,0,0
Adam Lehmann,Western Michigan,C,0.26,0.33,26,-0.1,0,-0.1,0.03,0,0,0,0,0,0,0
Lenox Lively,Queens (NC),C,0.26,0.19,21,-0.05,0,-0.05,0.13,0,0,0,0,0,0,0
Joseph Barnhardt,Utah Valley,C,0.26,0.23,54,0.12,0,0.12,-0.2,0.1,0,0,0,0,0,0
Pedro Quero,Texas A&M-Corpus Christi,C,0.24,0.09,19,0,0,0,0.14,0,0,0,0,0,0,0
Nick Mardis,Oakland,C,0.24,0.95,58,-0.15,-0.14,-0.29,-0.48,0,0.07,0,0,0,0,0
Cameron Murray,Western Carolina,C,0.24,0.33,84,0.13,0,0.13,-0.24,0.03,0,0,0,0,0,0
Ripken Reese,Kent State,C,0.24,-0.15,198,-0.25,-0.14,-0.39,0.69,0.09,0,0,0,0,0,0
Matthew Suppa,Queens (NC),C,0.24,-2.43,576,-0.06,0.91,0.85,1.62,0.05,0.15,0,0,0,0,0
Camden Ross,Western Kentucky,C,0.24,-3.93,869,0.57,-0.14,0.43,4.09,0.03,-0.38,0,0,0,0,0
Justis Reiser,BYU,C,0.24,-0.04,4,0,0,0,0.27,0,0,0,0,0,0,0
Donny Sandifer,Southern,C,0.23,0.19,21,-0.25,0.14,-0.11,0.15,0,0,0,0,0,0,0
Cole Yennaco,Merrimack,C,0.23,0.75,18,-0.1,0,-0.1,-0.42,0,0,0,0,0,0,0
Jay Slater,Northwestern,C,-4.27,-6.53,829,0.25,0.11,0.36,1.59,0.16,0.18,0,-0.02,0,0,0
Nathanael Coupet,Georgia Tech,C,0.22,0.23,9,0,0,0,-0.01,0,0,0,0,0,0,0
Broc Parmer,UTSA,C,0.21,0.03,24,0,0,0,0.18,0,0,0,0,0,0,0
Matt Brinker,Northeastern,C,0.21,0.14,3,0,0,0,0.07,0,0,0,0,0,0,0
Benjamin Cardone,VMI,C,0.2,0.07,29,-0.05,0,-0.05,0.18,0,0,0,0,0,0,0
Max Abrams,Saint Peter's,C,0.2,-0.97,324,-0.38,1.5,1.12,0.05,0,0,0,0,0,0,0
Jacob Dilley,UNC Greensboro,C,0.2,-0.47,211,0.17,0,0.17,0.5,0,0,0,0,0,0,0
Aukai Kea,Vanderbilt,C,0.2,-0.27,80,-0.05,0,-0.05,0.52,0,0,0,0,0,0,0
Antonio Perrotta,Virginia,C,0.19,0.08,10,-0.05,0,-0.05,0.17,0,0,0,0,0,0,0
Blake Labuda,Texas A&M,C,0.19,0.22,18,-0.05,0,-0.05,0.02,0,0,0,0,0,0,0
Jacob Lee,VCU,C,0.19,0.21,783,-0.54,0.92,0.38,-0.73,0.05,0.29,0,0,0,0,0
Blade Carver,East Carolina,C,0.19,-0.06,23,0,0,0,0.26,0,0,0,0,0,0,0
Colin Basehore,Manhattan,C,0.18,0.09,3,0,0,0,0.09,0,0,0,0,0,0,0
Jackson Militello,Charleston Southern,C,0.18,0.17,13,-0.1,0,-0.1,0.11,0,0,0,0,0,0,0
Will White,Butler,C,0.18,1.17,428,-0.13,-0.52,-0.65,-0.71,0,0.38,0,-0.02,0,0,0
Jaden Santiago,Columbia,C,0.18,0.19,10,0,0,0,-0.01,0,0,0,0,0,0,0
Anthony Marnell IV,San Diego State,C,0.18,0.28,17,-0.1,0,-0.1,0,0,0,0,0,0,0,0
Brady Englett,Tarleton State,C,0.17,-3.1,557,0.62,-0.14,0.48,2.6,0.12,0.09,0,-0.02,0,0,0
Terek Verhage,St. Thomas (MN),C,0.17,1.13,491,-0.93,-0.92,-1.85,1.48,0,-0.52,0,-0.06,0,0,0
Maikol Lucena,Bethune-Cookman,C,0.16,0.16,21,0,0,0,0,0,0,0,0,0,0,0
Sammy Leis,Georgia Southern,C,0.16,-1.16,103,-0.1,0,-0.1,1.37,0,0.05,0,0,0,0,0
Tyler Sparrer,Radford,C,0.15,-0.09,191,-0.29,0,-0.29,0.52,0,0,0,0,0,0,0
Joey Esposito,Lehigh,C,0.15,-0.19,10,0,0,0,0.34,0,0,0,0,0,0,0
Cam McGugan,New Haven,C,0.15,0.16,6,0,0,0,0,0,-0.01,0,0,0,0,0
Jake Walman,Seton Hall,C,0.15,-0.21,46,0.06,0,0.06,0.3,0,0,0,0,0,0,0
Isreal Ramos,Mississippi Valley,C,0.14,-0.12,4,0,0,0,0.26,0,0,0,0,0,0,0
Nash Horton,Pepperdine,C,0.14,-0.86,36,0.22,0,0.22,0.78,0,0,0,0,0,0,0
Caleb Stelly,Southern Miss,C,0.14,0.14,1,0,0,0,0,0,0,0,0,0,0,0
Carson McCaleb,Toledo,C,0.13,-1.19,284,-0.67,0,-0.67,1.98,0,0,0,0,0,0,0
Ty Marshall,Clemson,C,0.13,0.01,4,0,0,0,0.13,0,0,0,0,0,0,0
Angel Cartagena,Iona,C,0.13,0.13,1,0,0,0,0,0,0,0,0,0,0,0
Brayden Daulton,Norfolk State,C,0.12,0.06,6,0,0,0,0.06,0,0,0,0,0,0,0
Josh Ramos,Northwestern,C,-0.89,-0.94,37,-0.1,0,-0.1,0.14,0,0,0,0,0,0,0
Adrian Dominguez,New Orleans,C,0.11,0.03,3,0,0,0,0.07,0,0,0,0,0,0,0
Hunter Carlson,Georgia State,C,0.11,0.91,269,-0.22,0,-0.22,1.12,0,-1.7,0,0,0,0,0
Jayden Tolentino,Rhode Island,C,0.11,0.24,97,-0.15,0,-0.15,0.02,0,0,0,0,0,0,0
Shane Hofstadler,Northwestern,C,0.78,1.42,210,-0.04,0,-0.04,-0.62,0,0,0,0,0.01,0,0
Cooper Winchester,Air Force,C,0.1,-0.16,81,0.07,0,0.07,0.19,0,0,0,0,0,0,0
Preston Yaucher,Penn State,C,0.1,0.1,3,0,0,0,0,0,0,0,0,0,0,0
Tyler Butina,Murray State,C,0.1,0.04,1,0,0,0,0,0.06,0,0,0,0,0,0
Finn Ellis,Southern Indiana,C,0.1,-0.04,2,0,0,0,0.13,0,0,0,0,0,0,0
Austin Ellis,Northwestern State,C,0.1,0.1,1,0,0,0,0,0,0,0,0,0,0,0
Rom Kellis V,North Carolina,C,0.09,0.09,3,0,0,0,0,0,0,0,0,0,0,0
Aidan Houseworth,Arkansas State,C,0.08,0.08,3,0,0,0,0,0,0,0,0,0,0,0
Luke Richard,Mississippi Valley,C,0.08,0.02,1,-0.05,0,-0.05,0.11,0,0,0,0,0,0,0
Matthew Pazak,Penn,C,0.08,-0.03,48,0.07,0,0.07,0.04,0,0,0,0,0,0,0
Bren Wilkinson,Cal State Fullerton,C,0.07,0.08,17,-0.05,0,-0.05,0.04,0,0,0,0,0,0,0
Brodie Short,Lindenwood,C,0.07,-0.04,3,0,0,0,0.11,0,0,0,0,0,0,0
Brian Archer,George Washington,C,0.06,0.06,1,0,0,0,0,0,0,0,0,0,0,0
Waldie Perez,Cal State Fullerton,C,0.06,0.06,58,0,0,0,-0.02,0,0,0,0,0.02,0,0
Landon Boyd,Air Force,C,0.06,0.06,3,0,0,0,0,0,0,0,0,0,0,0
Carson Luna,Michigan,C,0.06,0.06,3,0,0,0,0,0,0,0,0,0,0,0
Matthew Martinez II,High Point,C,0.05,0.05,3,0,0,0,0,0,0,0,0,0,0,0
Coy Allman,Towson,C,0.05,-0.53,325,-0.57,0,-0.57,0.17,0.08,0.89,0,0,0.01,0,0
Jackson Cauthron,Eastern Kentucky,C,0.05,-0.17,35,0,0,0,0.23,0,0,0,0,0,0,0
Jace Roossien,Boston College,C,0.05,-0.09,64,0,0,0,0.15,0,0,0,0,0,0,0
Owen Siegert,South Dakota State,C,0.05,0,3,0,0,0,0.05,0,0,0,0,0,0,0
Brady Francisco,Oklahoma State,C,-0.92,-3.56,247,0.29,1.28,1.57,1.03,0.03,0,0,0,0,0,0
Campbell Smithwick,Oklahoma State,C,5.42,-2.14,1150,-0.52,1.57,1.05,6.5,0.33,-0.31,0,0,0,0,0
Chase Swain,La Salle,C,0.05,0.1,5,-0.05,0,-0.05,0,0,0,0,0,0,0,0
Caleb Champion,Southeast Missouri,C,0.05,0.05,3,0,0,0,0,0,0,0,0,0,0,0
Joey Agar,Mount St. Mary's,C,0.05,-0.13,401,-0.17,0,-0.17,0.32,-0.03,0,0,0.05,0,0,0
Rob Natale,Central Connecticut,C,0.04,0.18,95,-0.09,0,-0.09,-0.05,0,0,0,0,0,0,0
Drew Freeman,Louisville,C,0.04,0.02,4,0,0,0,0.02,0,0,0,0,0,0,0
Aaron Posey,Kennesaw State,C,0.04,-1.22,432,0.02,-0.26,-0.24,1.39,0,0.1,0,0,0.01,0,0
Mark Gialluisi,Villanova,C,0.04,-2.92,1025,0.41,0.56,0.97,2.28,-0.26,0.01,-0.02,-0.01,0,0,0
Coleman Siniard,Lipscomb,C,0.04,0,19,0,0,0,0.04,0,0,0,0,0,0,0
Mason Lang,South Dakota State,C,0.03,0.03,4,0,0,0,0,0,0,0,0,0,0,0
Cohen Bettencourt,High Point,C,0.03,-0.62,20,0.22,0,0.22,0.43,0,0,0,0,0,0,0
Jake Bollin,Villanova,C,0.03,0.28,55,0,0,0,-0.25,0,0,0,0,0,0,0
Brett Rowell,Tulane,C,0.03,0.03,2,0,0,0,0,0,0,0,0,0,0,0
Luke Ciminiello,Stony Brook,C,0.03,0.03,1,0,0,0,0,0,0,0,0,0,0,0
Andrew Keller,Campbell,C,0.03,0.03,2,0,0,0,0,0,0,0,0,0,0,0
Brayden Mazzacano,Illinois,C,0.02,0.02,1,0,0,0,0,0,0,0,0,0,0,0
Nicholas Toro,Rhode Island,C,0.02,1.82,339,-0.64,0,-0.64,-0.18,-0.39,-0.59,0,0,0,0,0
Nick Biddle,Hofstra,C,0.02,-0.18,716,0.51,0.38,0.89,-0.44,0.03,-0.27,0,-0.01,0,0,0
Lance Vickers,Bowling Green,C,0.02,0.31,177,-0.18,0,-0.18,0.07,0,-0.19,0,0,0.01,0,0
Lachlan Maude,New Mexico,C,0.02,0.02,1,0,0,0,0,0,0,0,0,0,0,0
Jayden White,Georgia Southern,C,0.01,0.02,38,-0.15,0,-0.15,0.13,0,0,0,0,0,0,0
Connor Klock,NJIT,C,0,-0.37,258,0.04,-0.04,0,0.27,0,0.11,0,0,0,0,0
Mike Santos-LaPlaca,Pacific,C,0,0.91,62,-0.3,-0.82,-1.12,0.21,0,0,0,0,0,0,0
Nate Lynn,Hofstra,C,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Kelven Perera,Ole Miss,C,0,0.14,41,0,0,0,-0.14,0,0,0,0,0,0,0
Hugh Pinkney,Tulane,C,-0.01,-3.51,827,-0.59,-0.09,-0.68,2.75,0.12,1.38,0,-0.06,0,0,0
Kalen Applefield,California,C,-0.01,0.36,92,-0.1,0,-0.1,-0.28,0,0,0,0,0,0,0
Zach Porter,Wofford,C,-0.01,-0.55,51,0.06,0,0.06,0.48,0,0,0,0,0,0,0
Keegan Demmer,Sam Houston State,C,-0.02,-0.02,3,0,0,0,0,0,0,0,0,0,0,0
Will Broderick,Virginia,C,-0.02,-0.09,11,0,0,0,0.07,0,0,0,0,0,0,0
Michael Kalinich,East Carolina,C,-0.03,-1.67,183,0.03,0,0.03,1.61,0,0,0,0,0,0,0
Zack Zelazny,Radford,C,-0.03,-0.03,1,0,0,0,0,0,0,0,0,0,0,0
Fuller Musgrove,South Alabama,C,-0.04,-0.04,4,0,0,0,0.01,0,0,0,0,0,0,0
Isaiah Velazco,Central Michigan,C,-0.04,-0.04,3,0,0,0,0,0,0,0,0,0,0,0
Ty Marthiljohni,Sam Houston State,C,-0.04,-1.55,511,0.31,0,0.31,0.35,0,0.84,0,0,0,0,0
Chris Hoalcraft,St. Bonaventure,C,-0.04,-0.04,3,0,0,0,0,0,0,0,0,0,0,0
Charlie Brinkman,Liberty,C,-0.04,-0.12,19,0,0,0,0.08,0,0,0,0,0,0,0
Evan Aslaksen,Stephen F. Austin,C,-0.05,-0.11,55,-0.1,0,-0.1,0.16,0,0,0,0,0,0,0
Ryker Galaska,UNC Wilmington,C,-0.05,-0.03,66,-0.1,0,-0.1,0.08,0,0,0,0,0,0,0
Nolan Rowe,Washington,C,-0.05,-0.05,1,0,0,0,0,0,0,0,0,0,0,0
Taison Miller,CSU Bakersfield,C,-0.06,-0.08,3,0,0,0,0.02,0,0,0,0,0,0,0
Carter Freeland,New Orleans,C,-0.06,-1.09,74,0.06,0,0.06,0.25,0,0.72,0,0,0,0,0
Lucas Johnson,Longwood,C,-0.06,-0.02,90,0.11,0,0.11,-0.15,0,0,0,0,0,0,0
Reese Moore,South Carolina,C,-0.06,-0.06,4,0,0,0,0,0,0,0,0,0,0,0
Brandyn Durand,Bryant,C,-0.06,-1.49,307,0.07,0.09,0.16,0.89,0,0.4,0,-0.01,0,0,0
Chris Morabito,Bucknell,C,-0.07,-0.07,5,0,0,0,0,0,0,0,0,0,0,0
Caden Sheridan,Morehead State,C,-0.07,-4.2,1051,0.37,1.47,1.84,1.74,0,0.55,0,-0.01,0,0,0
Marcus Martin,High Point,C,-0.07,-0.07,3,0,0,0,0,0,0,0,0,0,0,0
Ty O'Brien,Toledo,C,-0.08,-0.06,79,-0.24,0,-0.24,0.21,0,0,0,0,0,0,0
Alan Ramirez,San Jose State,C,-0.08,-0.09,1,0,0,0,0.01,0,0,0,0,0,0,0
Danny Leikus,Rhode Island,C,-0.08,-0.91,553,-1.02,0,-1.02,2.89,0.14,-1.29,0,0.09,0.01,0,0
Cash McDade,Baylor,C,-0.09,-0.14,25,-0.1,0,-0.1,0.16,0,0,0,0,0,0,0
Sergio DeCello,Purdue,C,-0.09,0.17,69,0.06,0,0.06,-0.29,0,0,0,-0.03,0,0,0
Nate Voss,Penn State,C,-0.09,0.62,20,-0.1,-0.46,-0.56,-0.12,0,0,0,-0.02,0,0,0
JD Crisp,Xavier,C,-0.1,-0.1,2,0,0,0,0,0,0,0,0,0,0,0
Charlie Rife,Bellarmine,C,-0.1,-0.86,31,0,0.56,0.56,0.2,0,0,0,0,0,0,0
Pierre Cabral,Jackson State,C,-0.1,-0.04,46,-0.04,0,-0.04,-0.23,0,0,0,0.21,0,0,0
Nico Button,San Diego,C,-0.11,0.26,31,0,0,0,0.17,0.05,-0.72,0.12,0,0,0,0
JT Smith,Wofford,C,-0.12,-0.28,72,-0.05,0,-0.05,0.21,0,0,0,0,0,0,0
Keon Moseni,Central Arkansas,C,-0.12,-0.09,5,-0.1,0,-0.1,0.07,0,0,0,0,0,0,0
Will Fosberg,Northeastern,C,-0.13,-1.43,649,-0.13,-0.68,-0.81,1.25,0.14,0.75,0,-0.02,0,0,0
Mason Cooper,West Georgia,C,-0.13,-0.94,687,-1.06,0,-1.06,2.42,0,-0.55,0,0,0,0,0
Jonathan Decker,Lafayette,C,-0.13,0.45,25,0,0,0,-0.58,0,0,0,0,0,0,0
Landon Parker,NJIT,C,-0.13,-0.11,7,0,0,0,0,0,0,0,-0.02,0,0,0
Noah Massey,New Mexico State,C,-0.14,-0.28,33,0,-0.04,-0.04,0.18,0,0,0,0,0,0,0
Davis Rivers,Texas Tech,C,-0.14,-0.95,56,0.06,0.56,0.62,0.19,0,0,0,0,0,0,0
Sam Schwamb,North Carolina A&T,C,-0.15,-0.35,116,-0.08,0.14,0.06,0.09,0.05,-0.01,0,0,0,0,0
Daniel Stewart,Western Kentucky,C,-0.15,-0.1,21,-0.1,0,-0.1,0.05,0,0,0,0,0,0,0
Quinn Schambow,Oklahoma State,C,0.11,0.08,24,0,0,0,0.02,0,0,0,0,0,0,0
Vinnie Van der Wel,Cal Poly,C,-0.15,-0.22,31,-0.1,0,-0.1,0.17,0,0,0,0,0,0,0
Trey Mandina,CSU Bakersfield,C,-0.16,-0.16,7,0,0,0,0,0,0,0,0,0,0,0
Evan Williams,Jacksonville State,C,-0.16,0.3,11,0,0,0,-0.47,0,0,0,0,0,0,0
Thomas Lynch,Purdue,C,-0.16,-0.06,12,0,0,0,-0.1,0,0,0,0,0,0,0
Aris Rivera,Florida International,C,-0.17,-0.17,366,-0.76,0,-0.76,1.07,-0.31,0,0,0,0,0,0
Ethan Bergan,Gonzaga,C,-0.17,-0.2,6,-0.05,0,-0.05,0.08,0,0,0,0,0,0,0
J.T. Crabbe,Saint Louis,C,-0.17,-0.09,8,-0.05,0,-0.05,-0.04,0,0,0,0,0,0,0
Anthony Chiappetta,Fairleigh Dickinson,C,-0.17,-0.61,37,-0.1,0,-0.1,0.54,0,0,0,0,0,0,0
Will Bartoli,Long Island,C,-0.18,-0.63,43,-0.2,0,-0.2,0.46,0,0.09,0,0.11,0,0,0
Michael Brunetti,Queens (NC),C,-0.18,-1.17,122,-0.39,1.28,0.89,0.12,0,0,0,-0.02,0,0,0
Logan Gregorio,Auburn,C,-0.18,-0.19,3,0,0,0,0,0,0,0,0,0,0,0
Caden Christman,Manhattan,C,-0.18,-0.69,29,-0.1,0,-0.1,0.6,0,0,0,0,0,0,0
Koa Won,Hawaii,C,-0.18,0,0,0,0,0,-0.18,0,0,0,0,0,0,0
Macaddin Dye,Old Dominion,C,-0.18,0.18,941,-1.17,0,-1.17,2.65,0.1,-1.89,0,-0.04,0,0,0
Collin Mowry,Louisville,C,-0.18,-0.71,57,0,0,0,0.53,0,0,0,0,0,0,0
Lucas Jackson,Columbia,C,-0.18,0.03,3,0,0,0,-0.21,0,0,0,0,0,0,0
Matt Dworsky,Arkansas-Pine Bluff,C,-0.19,-1.18,324,-0.49,1.27,0.78,-0.07,0.28,0,0,0,0,0,0
Anthony Elezaj,Michigan State,C,-0.19,-0.25,29,0,0,0,0.06,0,0,0,0,0,0,0
Tyler Sirchia,Dartmouth,C,-0.19,-0.19,18,-0.09,0,-0.09,0.1,0,0,0,0,0,0,0
Easton Masse,Boston College,C,-0.19,-0.02,35,0,0,0,-0.18,0,0,0,0,0,0,0
Zach Black,Mercyhurst,C,-0.19,-0.14,11,-0.05,0,-0.05,0,0,0,0,0,0,0,0
Jarrett Martin,Campbell,C,-0.2,-0.25,2,0,0,0,0.05,0,0,0,0,0,0,0
Cal Leighton,Bradley,C,-0.2,-1.02,194,-0.33,0.88,0.55,0.28,0,0,0,-0.01,0.01,0,0
Logan Murphy,Bellarmine,C,-0.21,-0.89,278,-0.13,-0.14,-0.27,0.96,0,0,0,0,0,0,0
