player_name,team_name,position,defensive_runs_saved,framing_runs_saved,pitches_framed,stolen_base_runs,pickoff_runs,throwing_runs,blocking_runs,infield_gb_runs,bunt_runs,double_play_runs_start,double_play_runs_pivot,infield_fb_runs,outfield_fb_runs,outfield_arm_runs
Landon Springmeyer,Northern Kentucky,C,-2.14,-1.72,330,-0.04,0,-0.04,-0.41,0.02,0,0,0,0,0,0
Dylan Zdunek,Princeton,C,-2.15,-2.19,87,-0.5,0,-0.5,0.54,0,0,0,0,0,0,0
Brandon Clizbe,New Mexico State,C,-2.18,-4.02,529,-0.19,1.12,0.93,0.67,0,0.24,0,0,0,0,0
Aidan Camberg,Pepperdine,C,-2.26,-0.93,225,-0.29,0,-0.29,-1.04,0,0,0,0,0,0,0
Vincent Cowdrey,George Mason,C,-2.27,-2.29,436,-0.26,-0.66,-0.92,0.96,0,0,0,-0.02,0,0,0
Anthony Temesvary,Columbia,C,-2.28,-1.64,97,-0.35,0.48,0.13,-0.54,0,-0.23,0,0,0,0,0
Kevin Krill,Eastern Michigan,C,-2.29,-2.85,58,0.11,0,0.11,0.45,0,0,0,0,0,0,0
Will Barter,Maine,C,-2.3,-2.19,90,-0.19,0,-0.19,0.09,0,0,0,0,0,0,0
Enzo Infelise,Cincinnati,C,-2.35,-2.43,311,0.21,0,0.21,-0.13,0.09,-0.1,0,0,0,0,0
Jake Pineda,Army,C,-2.36,-1.19,200,0.46,0,0.46,-1.59,0.06,-0.09,0,0,0,0,0
Carter Jorissen,CSU Bakersfield,C,-2.38,-4.04,405,0.36,0.86,1.22,1.17,0.03,-0.76,0,0,0,0,0
Ty Burns,Mississippi Valley,C,-2.4,-1.79,212,-0.41,0.6,0.19,-0.12,0.1,0,0,-0.02,-0.76,0,0
Will Briggs,UMass,C,-2.44,0.21,233,-0.17,-0.68,-0.85,-1.52,-0.27,0,0,0,0,0,0
Spike Magill,Evansville,C,-2.45,-7.54,1012,0.47,-0.31,0.16,4.62,0.1,0.21,0,0,0,0,0
Vince Libretto,Lafayette,C,-2.45,-1.07,71,-0.2,0,-0.2,-0.58,0,-0.6,0,0,0,0,0
Hank Smith,West Georgia,C,-2.5,-2.82,403,-0.53,-0.71,-1.24,0.57,0.05,0.94,0,0,0,0,0
Koen Carston,Santa Clara,C,-2.52,-1.67,219,-0.14,0,-0.14,-0.52,-0.31,0,0,0.11,0,0,0
Logan Keilen,Central Michigan,C,-2.53,-3.33,619,0.28,-0.68,-0.4,1.47,0,-0.22,0,-0.05,0,0,0
Coleman McGinnis,UNC Asheville,C,-2.58,-5.67,528,0.37,-0.41,-0.04,2.89,-0.14,0.26,0,0.12,0,0,0
Joey Spence,Milwaukee,C,-2.62,-0.81,623,-0.08,-0.14,-0.22,-0.71,0,-0.84,0,-0.03,0,0,0
Nick Weaver,Eastern Michigan,C,-2.63,-4.44,991,1.2,-0.97,0.23,0.41,0,1.19,0,-0.02,0,0,0
Nate Wachter,South Dakota State,C,-2.63,-4.77,474,-0.3,0,-0.3,2.29,0.14,0.02,-0.01,0,0,0,0
Richard Tejada,USC,C,1.78,-0.26,600,0.01,-0.14,-0.13,2.04,0.13,0,0,0,0,0,0
Weber Neels,Minnesota,C,-2.67,-4.03,741,-0.24,0.48,0.24,1.82,0.04,-0.7,0,-0.03,0,0,0
AJ Marchetti,Tennessee Tech,C,-2.69,-2.05,140,-0.04,0,-0.04,-0.8,-0.35,0.58,-0.02,0,0,0,0
Colin Horneman,Eastern Illinois,C,-2.69,-1.64,232,-0.3,0,-0.3,-0.71,0,0,0,-0.03,0,0,0
Anthony DeCeasare,Delaware,C,-2.7,-2.58,445,-0.67,0.14,-0.53,0.41,0,0,0,0,0,0,0
Jack Edmunds,Brown,C,-2.72,-2.91,415,-0.42,0,-0.42,0.61,0,0,0,0,0,0,0
Noah Jouras,Virginia,C,-2.73,-2.34,300,-0.28,0,-0.28,-0.11,0,0,0,0,0,0,0
Tyler Smith,North Carolina A&T,C,-2.84,-0.43,96,-0.74,-0.26,-1,-0.81,0,-0.6,0,0,0,0,0
Trae Cassidy,Memphis,C,-2.87,-6.61,1071,-0.19,0.88,0.69,2.82,0,0.14,0,0.08,0,0,0
Drew McGowan,Marist,C,-2.88,-1.93,270,-0.42,0,-0.42,-0.21,0,-0.33,0,0,0,0,0
Silas Shaffer,Eastern Kentucky,C,-2.92,-4.06,554,-0.23,-0.12,-0.35,1.93,0.17,-0.57,0,-0.05,0,0,0
Nick DeLisi,Jacksonville,C,-2.98,-1.78,261,-0.17,-1.02,-1.19,0.01,0,0,0,-0.02,0,0,0
Aidan Paradine,Siena,C,-3,-2.87,677,-0.03,-0.31,-0.34,0.14,0.03,0.06,-0.02,0,0,0,0
Evan Holman,Old Dominion,C,-3.07,-2.1,238,-0.01,0,-0.01,0.02,0,-0.99,0,0,0,0,0
Caleb King,Delaware State,C,-3.12,-0.62,698,-1.16,-1.1,-2.26,-0.26,0.1,0.08,0,0.22,-0.38,0,0
Brendan Timmons,Delaware State,C,-3.19,-2.1,188,-0.74,0,-0.74,-0.01,0,-0.35,0,0,0,0,0
Derek Paris,UMBC,C,-3.22,-6.41,714,-0.18,1.88,1.7,0.55,0.24,0.59,0,0.11,0,0,0
Shane Andrus,Maine,C,-3.27,-3.75,740,-1.13,-0.14,-1.27,0.68,0.12,0.96,0,0,0,0,0
Derek Smith,Utah,C,-3.31,-6.78,615,0.57,-0.11,0.46,3.24,0,-0.21,0,-0.02,0,0,0
Caden Miller,Indiana State,C,-3.34,-4.2,355,0.06,0.31,0.37,0.96,-0.26,-0.19,0,-0.02,0,0,0
Hunter Azemar,Texas A&M-Corpus Christi,C,-3.39,-2.28,654,0.11,0,0.11,-0.94,0,-0.28,0,-0.01,0.01,0,0
Bear Madliak,Kansas State,C,-3.47,-3.2,968,0.39,0.43,0.82,-0.13,0.1,-1,0,-0.05,0,0,0
Jake Radosevich,Lindenwood,C,-3.5,-3.82,319,-0.62,0,-0.62,0.6,0.11,0.12,0,0.1,0,0,0
Andrew Marquis,Wagner,C,-3.63,-4.27,265,0.05,0,0.05,0.6,0,0,0,-0.02,0,0,0
Scott Donahue,UMass Lowell,C,-3.65,-2.62,435,0.11,0.32,0.43,-1.46,0,-0.08,0,0.07,0,0,0
Matthew Graveline,West Virginia,C,-3.8,-5.25,704,-0.41,-0.14,-0.55,0.86,0.3,0.84,0,0,0,0,0
Brandon Stinson,Prairie View,C,-3.92,-2.54,156,-0.55,0,-0.55,-0.83,0,0,0,0,0,0,0
Thomas Curry,Illinois-Chicago,C,-3.95,-8.58,993,0.78,0,0.78,3.99,0,-0.15,0,0,0.01,0,0
Caden Mason,Presbyterian,C,-3.99,-3.13,534,-0.19,0,-0.19,-1.41,-0.15,0.9,0,0,0,0,0
Gavin Taylor,UNLV,C,-3.99,-1.07,587,-1.25,0,-1.25,-0.82,-0.67,-0.18,0,0,0,0,0
Cullen Box,UT Martin,C,-4.12,-1.43,217,0.01,0,0.01,-2.7,0,0,0,0,0,0,0
Anderson French,Virginia Tech,C,-0.6,-1.53,240,-0.25,0,-0.25,0.91,0,0.27,0,0,0,0,0
George Baker,Louisville,C,-4.33,-5.34,404,0.46,-1.1,-0.64,1.63,0.07,-0.03,-0.01,-0.02,0,0,0
Cole Constable,Quinnipiac,C,-4.49,-3.55,736,-0.48,0.88,0.4,-1.05,-0.64,0.36,0,0,0,0,0
Layton Hyneman,Presbyterian,C,-4.52,-3.74,376,-0.3,0,-0.3,-0.44,0,0,0,-0.04,0,0,0
Brendan Fritch,Davidson,C,-4.55,-3.39,419,-0.97,0,-0.97,-0.24,0.05,-0.1,0,0.12,0,0,0
Will Robbins,Princeton,C,-4.68,-5.3,721,-0.45,0,-0.45,0.94,0.03,0.12,0,-0.02,0,0,0
TJ Gramesty,Florida Atlantic,C,-4.86,-8.74,610,-0.22,0.52,0.3,2.66,0.18,0.74,0,0,0,0,0
Tyler Morgan,La Salle,C,-4.87,-2.97,109,0.01,0,0.01,-1.89,0,0,0,-0.02,0,0,0
Preston Murphy,Ball State,C,-4.97,-5.68,327,-0.58,0.83,0.25,0.47,0,0,0,0,0,0,0
Luis Gomez,North Carolina A&T,C,-5.03,-0.26,482,-1.64,-0.4,-2.04,-2.28,0,-0.44,0,0,0,0,0
Marc Hersh,Florida International,C,-5.26,-3.94,546,-0.56,0,-0.56,0.82,-0.69,-0.9,0,0,0,0,0
Mark Quatrani,Notre Dame,C,-5.26,-11,926,-0.43,-0.14,-0.57,6.03,0,0.3,0,-0.01,0,0,0
Tyler Stack,Ohio,C,-5.41,-14.81,1087,1,1.13,2.13,7.27,-0.32,0.34,0,-0.02,0,0,0
Levi McAllister,Albany,C,-5.46,-3.46,701,-0.64,-0.94,-1.58,-1.04,0.09,0.54,0,-0.03,0.02,0,0
Charlie Marcantel,Queens (NC),C,-5.68,-6.18,554,0.05,0,0.05,0.82,0,0,0,0,-0.37,0,0
Hideki Prather,California,C,-5.75,-9.42,934,-0.24,0,-0.24,2.04,-0.12,1.99,0,0,0,0,0
Mason Acton,Bellarmine,C,-5.88,-4.36,411,-0.37,-0.82,-1.19,-0.6,0.05,0.11,0,0.11,0,0,0
Ryan Santangelo,William & Mary,C,-6.05,-4.95,288,-0.47,0,-0.47,-0.63,0,0,0,0,0,0,0
Danny Wyatt,UMBC,C,-6.06,-5.61,433,-0.23,-0.62,-0.85,0.4,0,0,0,0,0,0,0
Vinny Saumell,Arkansas-Pine Bluff,C,-6.17,-5.19,476,-0.29,0.06,-0.23,-0.14,0,-0.61,0,0,0,0,0
Trey Callaway,Alabama State,C,-6.44,-4.99,1056,0.13,0.02,0.15,-0.97,0.13,-0.7,0,-0.06,0,0,0
Mason Strong,Utah Valley,C,-6.74,-8.88,616,-0.71,0.48,-0.23,2.34,0.05,0,0,-0.02,0,0,0
Nico Garcia,Alcorn State,C,-6.81,-2.51,451,-0.4,0,-0.4,-2.96,0,-0.88,0,-0.06,0,0,0
Jayden Adcox,New Orleans,C,-7.38,-9.34,740,0.18,0,0.18,1.59,0.26,-0.19,0,0.1,0.01,0,0
Brendan Buecker,Monmouth,C,-7.58,-6.21,980,-0.4,-0.75,-1.15,0.4,-0.1,-0.13,0,-0.01,-0.38,0,0
Connor Sackett,Butler,C,-7.61,-7.12,308,-0.23,-0.07,-0.3,-0.35,0,0.16,0,0,0,0,0
Jeremy Martinez,Indiana State,C,-7.86,-7.25,709,-1.22,-0.41,-1.63,1.22,-0.34,0.13,0,0,0,0,0
CJ Oxendine,Virginia Tech,C,-0.15,-0.27,44,0.11,0,0.11,0.01,0,0,0,0,0,0,0
Chris Marcellus,Grambling,C,-8.73,-5.76,747,-1.08,-0.62,-1.7,0.1,-0.23,-0.8,-0.01,0.03,-0.38,0,0
Luke Lavin,Stanford,C,-11.1,-15.36,1069,-0.57,0,-0.57,6.24,-0.37,-1.15,0,0.11,0,0,0
Henry Cooke,Virginia Tech,C,-8.1,-10.55,1211,-0.05,-0.31,-0.36,3.28,0.12,-0.72,0,0.12,0,0,0
